HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458822.82650,2019-12-05.3233555,bi,1.41,16.877,14.515,0.025,5.678,0.129,g
2458822.82773,2019-12-05.3245760,bi,1.38,16.853,14.525,0.026,5.626,0.132,g
2458823.81552,2019-12-06.3123420,bE,1.45,16.966,14.557,0.024,5.462,0.119,g
2458823.81680,2019-12-06.3136197,bE,1.43,16.943,14.503,0.023,5.738,0.122,g
2458823.81807,2019-12-06.3148920,bE,1.48,16.923,14.525,0.024,5.625,0.124,g
2458824.83059,2019-12-07.3273986,bq,1.54,16.474,14.583,0.038,5.328,0.187,g
2458824.83181,2019-12-07.3286171,bq,1.56,16.578,14.623,0.036,5.141,0.170,g
2458824.83303,2019-12-07.3298391,bq,1.62,16.470,14.614,0.040,5.185,0.188,g
2458826.56716,2019-12-09.0639511,bi,1.39,16.210,14.717,0.055,4.711,0.239,g
2458826.56839,2019-12-09.0651810,bi,1.44,16.252,14.756,0.055,4.545,0.230,g
2458826.56961,2019-12-09.0663979,bi,1.41,16.285,14.964,0.065,3.752,0.222,g
2458826.77495,2019-12-09.2717413,bi,1.39,16.525,14.792,0.044,4.397,0.179,g
2458826.77618,2019-12-09.2729745,bi,1.40,16.554,14.784,0.043,4.432,0.174,g
2458826.77740,2019-12-09.2741907,bi,1.38,16.426,14.886,0.053,4.032,0.195,g
2458827.70882,2019-12-10.2055930,bE,1.47,16.493,14.808,0.046,4.332,0.184,g
2458827.71012,2019-12-10.2068987,bE,1.50,16.557,14.906,0.048,3.958,0.173,g
2458827.71140,2019-12-10.2081711,bE,1.46,16.475,14.959,0.054,3.770,0.187,g
2458828.54136,2019-12-11.0381159,bm,1.54,16.224,15.306,0.094,2.738,0.235,g
2458828.54379,2019-12-11.0405524,bm,1.54,16.237,15.019,0.071,3.567,0.233,g
2458828.65909,2019-12-11.1558555,bE,1.55,16.393,15.048,0.063,3.474,0.202,g
2458828.66038,2019-12-11.1571383,bE,1.53,16.393,15.072,0.065,3.397,0.201,g
2458828.66166,2019-12-11.1584142,bE,1.50,16.317,15.082,0.070,3.367,0.216,g
