HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458169.35363,2018-02-19.8520174,bm,1.47,16.880,14.242,0.019,7.302,0.129,g
2458169.52485,2018-02-20.0232508,bi,1.37,16.897,14.195,0.018,7.621,0.127,g
2458169.52606,2018-02-20.0244603,bi,1.38,16.901,14.226,0.019,7.407,0.127,g
2458169.52729,2018-02-20.0256834,bi,1.36,16.924,14.211,0.018,7.511,0.124,g
2458170.32741,2018-02-20.8258531,bm,1.46,16.881,14.213,0.019,7.494,0.129,g
2458170.32863,2018-02-20.8270638,bm,1.51,16.848,14.227,0.019,7.400,0.133,g
2458170.32983,2018-02-20.8282756,bm,1.49,16.879,14.204,0.019,7.558,0.129,g
2458170.59253,2018-02-21.0909787,bq,1.57,16.755,14.228,0.021,7.393,0.145,g
2458170.59375,2018-02-21.0921965,bq,1.51,16.683,14.212,0.022,7.502,0.155,g
2458170.59486,2018-02-21.0933107,bi,1.44,16.906,14.217,0.018,7.467,0.126,g
2458170.59496,2018-02-21.0934143,bq,1.51,16.729,14.241,0.022,7.303,0.148,g
2458170.59609,2018-02-21.0945401,bi,1.46,16.948,14.251,0.018,7.237,0.121,g
2458170.59731,2018-02-21.0957550,bi,1.44,16.905,14.230,0.019,7.381,0.126,g
2458171.59605,2018-02-22.0945547,bq,1.67,16.530,14.227,0.026,7.399,0.178,g
2458171.59728,2018-02-22.0957809,bq,1.68,16.513,14.290,0.028,6.985,0.181,g
2458171.59850,2018-02-22.0969988,bq,1.97,16.546,14.187,0.025,7.677,0.176,g
2458171.63179,2018-02-22.1302973,bi,1.44,16.893,14.241,0.019,7.301,0.127,g
2458171.63302,2018-02-22.1315223,bi,1.44,16.911,14.212,0.018,7.500,0.125,g
2458171.63424,2018-02-22.1327422,bi,1.44,16.917,14.238,0.018,7.328,0.125,g
2458173.56486,2018-02-24.0634590,be,1.43,16.100,13.654,0.023,13.249,0.280,V
2458173.56612,2018-02-24.0647243,be,1.43,16.008,13.615,0.024,13.747,0.304,V
2458173.56741,2018-02-24.0660152,be,1.41,15.951,13.631,0.026,13.526,0.321,V
2458173.60779,2018-02-24.1063964,bq,1.57,16.510,14.250,0.027,7.248,0.181,g
2458173.60901,2018-02-24.1076165,bq,1.60,16.375,14.233,0.030,7.360,0.205,g
2458173.61023,2018-02-24.1088317,bq,1.55,16.477,14.221,0.027,7.441,0.187,g
2458174.59263,2018-02-25.0912984,bq,1.62,16.272,14.255,0.034,7.209,0.226,g
2458174.59438,2018-02-25.0930435,bq,1.64,16.254,14.238,0.034,7.321,0.230,g
2458174.59573,2018-02-25.0943856,bq,1.61,16.349,14.246,0.032,7.272,0.210,g
2458174.67339,2018-02-25.1720466,bi,1.53,16.622,14.246,0.024,7.275,0.164,g
2458174.67460,2018-02-25.1732675,bi,1.49,16.629,14.225,0.024,7.411,0.163,g
2458174.67582,2018-02-25.1744850,bi,1.52,16.583,14.188,0.024,7.674,0.169,g
2458175.64289,2018-02-26.1416055,bi,1.50,16.555,14.187,0.025,7.680,0.174,g
2458175.64411,2018-02-26.1428252,bi,1.50,16.545,14.197,0.025,7.612,0.175,g
2458175.64533,2018-02-26.1440436,bi,1.49,16.613,14.162,0.023,7.858,0.165,g
2458175.65749,2018-02-26.1562115,bq,1.53,16.161,14.290,0.039,6.980,0.250,g
2458175.65872,2018-02-26.1574375,bq,1.53,16.068,14.281,0.042,7.039,0.272,g
2458175.66007,2018-02-26.1587819,bq,1.52,16.142,14.185,0.036,7.692,0.254,g
2458176.55278,2018-02-27.0515471,bi,1.43,16.559,14.218,0.025,7.459,0.173,g
2458176.55400,2018-02-27.0527634,bi,1.46,16.583,14.226,0.025,7.408,0.170,g
2458176.55522,2018-02-27.0539817,bi,1.47,16.568,14.150,0.024,7.941,0.172,g
2458176.62009,2018-02-27.1188571,bq,1.69,15.881,14.349,0.053,6.616,0.323,g
2458176.62131,2018-02-27.1200769,bq,1.67,15.830,14.150,0.047,7.944,0.339,g
2458176.62255,2018-02-27.1213186,bq,1.71,16.043,14.200,0.040,7.588,0.278,g
2458177.59648,2018-02-28.0953028,bi,1.52,15.943,14.211,0.044,7.511,0.305,g
2458177.59770,2018-02-28.0965216,bi,1.51,15.779,14.160,0.049,7.869,0.355,g
2458178.64156,2018-03-01.1404390,be,1.46,15.550,13.592,0.036,14.025,0.463,V
2458178.64283,2018-03-01.1417085,be,1.50,15.581,13.547,0.034,14.632,0.451,V
2458179.59166,2018-03-02.0905880,bq,1.47,15.868,14.293,0.051,6.966,0.327,g
2458179.59288,2018-03-02.0918079,bq,1.48,15.885,14.271,0.050,7.102,0.322,g
2458179.59410,2018-03-02.0930237,bq,1.50,15.902,14.252,0.048,7.228,0.317,g
2458180.65732,2018-03-03.1563079,bi,1.62,16.243,14.192,0.033,7.642,0.232,g
2458180.65854,2018-03-03.1575336,bi,1.63,16.129,14.168,0.036,7.814,0.257,g
2458180.65901,2018-03-03.1580034,bq,1.69,15.897,14.288,0.050,6.991,0.318,g
2458180.65976,2018-03-03.1587511,bi,1.60,16.095,14.245,0.040,7.279,0.265,g
2458180.66023,2018-03-03.1592189,bq,1.73,15.929,14.175,0.044,7.760,0.309,g
2458180.66145,2018-03-03.1604366,bq,1.58,15.953,14.179,0.043,7.730,0.303,g
2458181.64458,2018-03-04.1436284,bi,1.50,16.333,14.201,0.031,7.579,0.213,g
2458181.64580,2018-03-04.1448447,bi,1.56,16.399,14.211,0.029,7.506,0.201,g
2458181.64702,2018-03-04.1460623,bi,1.48,16.513,14.171,0.025,7.792,0.181,g
2458182.27231,2018-03-04.7713883,bm,1.53,99.990,99.990,99.990,99.990,99.990,g
2458182.27353,2018-03-04.7726010,bm,1.49,99.990,99.990,99.990,99.990,99.990,g
2458182.27474,2018-03-04.7738197,bm,1.55,16.938,14.205,0.018,7.549,0.122,g
2458182.65140,2018-03-05.1505026,bi,1.51,16.555,14.228,0.026,7.398,0.174,g
2458182.65262,2018-03-05.1517201,bi,1.54,16.416,14.215,0.029,7.484,0.197,g
2458182.65384,2018-03-05.1529417,bi,1.55,16.459,14.192,0.027,7.644,0.190,g
2458183.29354,2018-03-05.7926695,bm,1.51,99.990,99.990,99.990,99.990,99.990,g
2458183.29474,2018-03-05.7938789,bm,1.50,99.990,99.990,99.990,99.990,99.990,g
2458183.29596,2018-03-05.7950907,bm,1.54,16.913,14.208,0.018,7.528,0.125,g
2458183.64696,2018-03-06.1461149,bi,1.50,16.564,14.207,0.025,7.541,0.172,g
2458183.64818,2018-03-06.1473334,bi,1.46,16.467,14.186,0.027,7.683,0.189,g
2458183.64940,2018-03-06.1485531,bi,1.46,16.517,14.180,0.025,7.727,0.180,g
2458184.30780,2018-03-06.8069939,bm,1.51,16.937,14.242,0.018,7.301,0.123,g
2458184.30903,2018-03-06.8082210,bm,1.49,16.928,14.226,0.018,7.405,0.124,g
2458184.31025,2018-03-06.8094403,bm,1.52,99.990,99.990,99.990,99.990,99.990,g
2458184.62716,2018-03-07.1263703,bi,1.38,16.800,14.247,0.021,7.263,0.139,g
2458184.62837,2018-03-07.1275850,bi,1.40,16.729,14.175,0.021,7.759,0.148,g
2458184.62959,2018-03-07.1287994,bi,1.44,16.722,14.225,0.022,7.411,0.149,g
2458185.30778,2018-03-07.8070224,bm,1.40,16.925,14.236,0.018,7.335,0.124,g
2458185.30898,2018-03-07.8082271,bm,1.47,16.899,14.203,0.018,7.564,0.127,g
2458185.31019,2018-03-07.8094363,bm,1.64,16.885,14.227,0.019,7.401,0.129,g
2458185.64164,2018-03-08.1409138,bi,1.45,16.777,14.233,0.021,7.364,0.142,g
2458185.64287,2018-03-08.1421350,bi,1.47,16.723,14.228,0.022,7.391,0.149,g
2458185.64409,2018-03-08.1433524,bi,1.50,16.783,14.187,0.020,7.676,0.141,g
2458186.31339,2018-03-08.8126953,bm,2.12,16.816,14.243,0.020,7.295,0.137,g
2458186.31460,2018-03-08.8139025,bm,1.99,16.842,14.206,0.019,7.544,0.134,g
2458186.31581,2018-03-08.8151199,bm,2.10,16.836,14.204,0.019,7.554,0.135,g
2458186.61983,2018-03-09.1191547,bi,1.52,16.873,14.207,0.019,7.531,0.130,g
2458186.62106,2018-03-09.1203769,bi,1.55,16.880,14.222,0.019,7.436,0.129,g
2458186.62228,2018-03-09.1216053,bi,1.55,16.911,14.263,0.019,7.159,0.125,g
2458188.62023,2018-03-11.1196659,bi,1.42,16.952,14.211,0.017,7.514,0.121,g
2458188.62145,2018-03-11.1208888,bi,1.37,16.920,14.207,0.018,7.535,0.125,g
2458188.62267,2018-03-11.1221070,bi,1.39,16.920,14.220,0.018,7.445,0.124,g
2458189.60458,2018-03-12.1040768,be,1.41,16.035,13.610,0.023,13.808,0.297,V
2458189.60586,2018-03-12.1053519,be,1.41,16.056,13.656,0.024,13.233,0.291,V
2458189.60713,2018-03-12.1066261,be,1.44,16.033,13.608,0.023,13.835,0.297,V
2458190.32014,2018-03-12.8196807,bm,2.36,16.765,14.178,0.020,7.744,0.146,g
2458190.32136,2018-03-12.8208984,bm,2.36,16.791,14.168,0.020,7.812,0.144,g
2458190.32258,2018-03-12.8221173,bm,2.33,16.792,14.170,0.019,7.804,0.143,g
2458190.62806,2018-03-13.1276109,bi,1.45,16.931,14.184,0.017,7.700,0.123,g
2458190.62928,2018-03-13.1288260,bi,1.44,16.921,14.250,0.019,7.246,0.124,g
2458190.63050,2018-03-13.1300584,bi,1.47,16.906,14.222,0.018,7.432,0.126,g
2458191.30761,2018-03-13.8072048,bm,1.77,14.937,14.520,0.151,5.652,0.778,g
2458191.60758,2018-03-14.1071841,be,1.42,16.003,13.674,0.026,13.010,0.306,V
2458191.60885,2018-03-14.1084570,be,1.41,16.072,13.645,0.023,13.371,0.287,V
2458191.61011,2018-03-14.1097231,be,1.43,16.039,13.649,0.024,13.320,0.296,V
2458192.30734,2018-03-14.8069891,bm,1.53,16.916,14.214,0.018,7.493,0.125,g
2458192.30880,2018-03-14.8084484,bm,1.57,16.897,14.229,0.019,7.386,0.128,g
2458192.31000,2018-03-14.8096524,bm,1.49,16.874,14.191,0.018,7.654,0.130,g
2458192.61237,2018-03-15.1120305,bi,1.39,16.904,14.217,0.018,7.464,0.126,g
2458192.61358,2018-03-15.1132479,bi,1.43,16.909,14.244,0.019,7.287,0.126,g
2458192.61480,2018-03-15.1144686,bi,1.44,16.891,14.197,0.018,7.603,0.128,g
2458193.61271,2018-03-16.1124350,be,1.42,16.060,13.601,0.023,13.918,0.290,V
2458193.61398,2018-03-16.1137040,be,1.45,16.071,13.594,0.022,13.999,0.287,V
2458193.61526,2018-03-16.1149851,be,1.47,16.054,13.629,0.023,13.564,0.292,V
2458194.29564,2018-03-16.7954035,bm,1.41,16.905,14.218,0.018,7.466,0.127,g
2458194.29687,2018-03-16.7966369,bm,1.77,16.908,14.236,0.019,7.340,0.126,g
2458194.60314,2018-03-17.1029243,bi,1.46,16.897,14.212,0.018,7.502,0.127,g
2458194.60436,2018-03-17.1041459,bi,1.44,16.898,14.208,0.018,7.534,0.127,g
2458194.60561,2018-03-17.1053891,bi,1.46,16.872,14.201,0.019,7.578,0.130,g
2458195.29272,2018-03-17.7925349,bm,1.52,16.916,14.196,0.018,7.614,0.125,g
2458195.29393,2018-03-17.7937563,bm,1.53,16.934,14.195,0.017,7.620,0.124,g
2458195.29514,2018-03-17.7949622,bm,1.53,16.924,14.221,0.018,7.446,0.124,g
2458195.58387,2018-03-18.0837127,be,1.51,16.115,13.637,0.022,13.468,0.276,V
2458195.58516,2018-03-18.0849907,be,1.53,16.042,13.606,0.023,13.857,0.295,V
2458195.58642,2018-03-18.0862554,be,1.59,16.063,13.652,0.024,13.280,0.290,V
2458196.29250,2018-03-18.7923776,bm,1.60,99.990,99.990,99.990,99.990,99.990,g
2458196.29374,2018-03-18.7936174,bm,1.62,99.990,99.990,99.990,99.990,99.990,g
2458196.29494,2018-03-18.7948245,bm,1.64,16.901,14.224,0.018,7.424,0.127,g
2458196.59047,2018-03-19.0903599,bi,1.42,16.930,14.211,0.018,7.508,0.123,g
2458196.59168,2018-03-19.0915782,bi,1.41,16.928,14.220,0.018,7.451,0.124,g
2458196.59291,2018-03-19.0928068,bi,1.40,16.936,14.197,0.017,7.610,0.123,g
2458197.30209,2018-03-19.8020287,bm,1.57,16.906,14.223,0.018,7.425,0.127,g
2458197.30331,2018-03-19.8032505,bm,1.56,16.934,14.237,0.018,7.332,0.123,g
2458197.59816,2018-03-20.0981144,be,1.50,16.082,13.635,0.023,13.481,0.284,V
2458197.59944,2018-03-20.0993958,be,1.46,16.028,13.612,0.024,13.767,0.298,V
2458197.60075,2018-03-20.1007019,be,1.49,16.079,13.626,0.023,13.599,0.286,V
2458198.29787,2018-03-20.7978701,bm,1.49,16.928,14.201,0.018,7.582,0.124,g
2458198.29914,2018-03-20.7991416,bm,1.54,16.911,14.214,0.018,7.490,0.126,g
2458198.30037,2018-03-20.8003605,bm,1.49,16.884,14.229,0.019,7.391,0.129,g
2458198.58789,2018-03-21.0878996,bi,1.43,16.911,14.239,0.019,7.317,0.126,g
2458198.58911,2018-03-21.0891204,bi,1.47,16.913,14.222,0.018,7.435,0.125,g
2458198.59033,2018-03-21.0903460,bi,1.44,16.929,14.231,0.018,7.374,0.123,g
2458200.59486,2018-03-23.0949905,bi,1.43,16.867,14.207,0.019,7.542,0.131,g
2458200.59609,2018-03-23.0962196,bi,1.45,16.912,14.283,0.019,7.024,0.126,g
2458200.59730,2018-03-23.0974336,bi,1.46,16.886,14.216,0.019,7.474,0.129,g
2458201.59427,2018-03-24.0944561,be,1.46,15.953,13.616,0.025,13.729,0.320,V
2458201.59553,2018-03-24.0957206,be,1.43,15.964,13.591,0.025,14.043,0.317,V
2458201.59681,2018-03-24.0969974,be,1.44,15.988,13.666,0.026,13.112,0.310,V
2458202.57755,2018-03-25.0777978,be,1.48,15.963,13.656,0.026,13.228,0.317,V
2458202.57882,2018-03-25.0790611,be,1.43,15.952,13.633,0.026,13.516,0.321,V
2458202.58010,2018-03-25.0803388,be,1.49,15.969,13.645,0.026,13.366,0.315,V
2458203.51858,2018-03-26.0188788,be,1.61,15.951,13.613,0.025,13.764,0.320,V
2458203.51985,2018-03-26.0201472,be,1.63,15.897,13.620,0.027,13.676,0.337,V
2458203.52111,2018-03-26.0214111,be,1.61,15.865,13.660,0.029,13.170,0.347,V
2458205.58424,2018-03-28.0846517,bi,1.40,16.498,14.168,0.026,7.809,0.183,g
2458205.58545,2018-03-28.0858703,bi,1.43,16.520,14.246,0.027,7.270,0.180,g
2458205.58667,2018-03-28.0870847,bi,1.45,16.405,14.219,0.029,7.453,0.200,g
2458206.52845,2018-03-29.0289202,bi,1.43,16.571,14.261,0.026,7.175,0.171,g
2458206.52967,2018-03-29.0301369,bi,1.40,16.535,14.193,0.025,7.631,0.177,g
2458206.53088,2018-03-29.0313511,bi,1.43,16.434,14.198,0.028,7.598,0.194,g
2458207.58003,2018-03-30.0805604,be,1.35,15.620,13.670,0.036,13.063,0.435,V
2458207.58130,2018-03-30.0818267,be,1.35,15.578,13.649,0.037,13.312,0.452,V
2458207.58257,2018-03-30.0831025,be,1.43,15.664,13.620,0.033,13.676,0.417,V
2458208.57651,2018-03-31.0771046,bi,1.55,16.176,14.193,0.035,7.636,0.246,g
2458208.57773,2018-03-31.0783231,bi,1.42,16.090,14.140,0.036,8.021,0.267,g
2458208.57895,2018-03-31.0795416,bi,1.48,15.996,14.218,0.043,7.460,0.291,g
2458209.57467,2018-04-01.0753103,bi,1.53,16.173,14.204,0.036,7.556,0.247,g
2458209.57588,2018-04-01.0765289,bi,1.52,16.133,14.256,0.039,7.203,0.256,g
2458209.57710,2018-04-01.0777474,bi,1.54,16.179,14.190,0.035,7.660,0.246,g
2458210.56557,2018-04-02.0662659,bi,1.44,16.293,14.204,0.032,7.558,0.221,g
2458210.56679,2018-04-02.0674937,bi,1.51,16.280,14.203,0.032,7.567,0.224,g
2458210.56801,2018-04-02.0687101,bi,1.42,16.231,14.221,0.034,7.441,0.235,g
2458211.56522,2018-04-03.0659746,bi,1.48,16.502,14.222,0.027,7.429,0.183,g
2458211.56643,2018-04-03.0671847,bi,1.51,16.486,14.199,0.027,7.595,0.185,g
2458211.56765,2018-04-03.0684103,bi,1.45,16.459,14.179,0.027,7.734,0.190,g
2458212.25066,2018-04-03.7514559,bn,1.49,99.990,99.990,99.990,99.990,99.990,g
2458212.25187,2018-04-03.7526651,bn,1.58,15.535,13.900,0.048,10.001,0.446,g
2458212.25308,2018-04-03.7538724,bn,1.58,99.990,99.990,99.990,99.990,99.990,g
2458212.56527,2018-04-04.0660854,bi,1.41,16.656,14.225,0.023,7.411,0.159,g
2458212.56649,2018-04-04.0673004,bi,1.44,16.622,14.221,0.024,7.447,0.164,g
2458212.56771,2018-04-04.0685193,bi,1.47,16.658,14.218,0.023,7.460,0.158,g
2458214.25318,2018-04-05.7540886,bn,1.36,16.886,14.209,0.018,7.525,0.129,g
2458214.25587,2018-04-05.7567871,bn,1.44,16.861,14.209,0.019,7.521,0.132,g
2458214.55206,2018-04-06.0529843,bi,1.68,16.828,14.222,0.020,7.433,0.135,g
2458214.55328,2018-04-06.0542090,bi,1.70,16.848,14.211,0.019,7.515,0.133,g
2458214.55450,2018-04-06.0554275,bi,1.60,16.863,14.229,0.019,7.389,0.131,g
2458215.26642,2018-04-06.7673809,bn,1.99,16.847,14.216,0.019,7.477,0.133,g
2458215.26763,2018-04-06.7685982,bn,2.23,16.917,14.244,0.019,7.289,0.125,g
2458215.26884,2018-04-06.7698028,bn,1.98,16.887,14.240,0.019,7.316,0.128,g
2458215.55435,2018-04-07.0553304,bi,1.42,16.903,14.212,0.018,7.504,0.127,g
2458215.55557,2018-04-07.0565568,bi,1.45,16.890,14.184,0.018,7.697,0.128,g
2458215.55680,2018-04-07.0577788,bi,1.48,16.865,14.210,0.019,7.511,0.131,g
2458216.25074,2018-04-07.7517629,bm,1.66,16.706,14.209,0.022,7.528,0.152,g
2458216.25195,2018-04-07.7529681,bm,1.43,16.720,14.220,0.022,7.449,0.151,g
2458216.25317,2018-04-07.7541844,bm,1.61,15.134,14.294,0.102,6.958,0.648,g
2458216.54260,2018-04-08.0436373,bi,1.55,16.861,14.211,0.019,7.509,0.132,g
2458216.54381,2018-04-08.0448512,bi,1.55,16.856,14.214,0.019,7.492,0.132,g
2458216.54503,2018-04-08.0460696,bi,1.54,16.886,14.187,0.018,7.675,0.129,g
2458217.24975,2018-04-08.7508228,bm,2.10,16.546,14.168,0.024,7.818,0.177,g
2458217.25097,2018-04-08.7520414,bm,2.07,16.553,14.206,0.026,7.543,0.180,g
2458217.25219,2018-04-08.7532613,bm,2.07,16.581,14.164,0.024,7.843,0.172,g
2458217.50959,2018-04-09.0106740,be,1.37,16.045,13.589,0.023,14.083,0.294,V
2458217.51085,2018-04-09.0119421,be,1.40,16.065,13.624,0.023,13.631,0.289,V
2458217.51212,2018-04-09.0132150,be,1.40,16.008,13.605,0.024,13.860,0.305,V
2458218.53382,2018-04-10.0349702,bi,1.45,16.867,14.195,0.019,7.618,0.131,g
2458218.53504,2018-04-10.0361890,bi,1.40,16.815,14.202,0.020,7.574,0.137,g
2458218.53626,2018-04-10.0374075,bi,1.38,16.851,14.186,0.019,7.685,0.133,g
2458220.53622,2018-04-12.0374689,be,1.39,15.995,13.630,0.025,13.553,0.308,V
2458220.53748,2018-04-12.0387351,be,1.37,16.031,13.634,0.024,13.493,0.298,V
2458220.53876,2018-04-12.0400105,be,1.43,16.033,13.635,0.024,13.491,0.298,V
2458221.53974,2018-04-13.0410446,bi,1.48,16.837,14.214,0.019,7.491,0.134,g
2458221.54096,2018-04-13.0422707,bi,1.47,16.869,14.220,0.019,7.449,0.131,g
2458221.54218,2018-04-13.0434915,bi,1.50,16.844,14.192,0.019,7.647,0.134,g
2458222.54263,2018-04-14.0439951,bi,1.44,16.871,14.221,0.019,7.436,0.130,g
2458222.54386,2018-04-14.0452216,bi,1.41,16.870,14.211,0.019,7.512,0.130,g
2458222.54508,2018-04-14.0464403,bi,1.44,16.879,14.207,0.019,7.540,0.129,g
2458223.25201,2018-04-14.7534104,bm,1.52,16.873,14.252,0.019,7.232,0.130,g
2458223.25322,2018-04-14.7546197,bm,1.51,16.883,14.214,0.019,7.487,0.129,g
2458223.25443,2018-04-14.7558229,bm,1.50,16.859,14.202,0.019,7.572,0.132,g
2458223.53544,2018-04-15.0368601,be,1.49,16.068,13.665,0.024,13.128,0.289,V
2458223.53670,2018-04-15.0381209,be,1.44,16.029,13.619,0.024,13.684,0.299,V
2458223.53798,2018-04-15.0393952,be,1.42,16.012,13.630,0.024,13.556,0.303,V
2458224.24748,2018-04-15.7489421,bm,1.49,99.990,99.990,99.990,99.990,99.990,g
2458224.24870,2018-04-15.7501549,bm,1.51,99.990,99.990,99.990,99.990,99.990,g
2458224.24993,2018-04-15.7513774,bm,1.53,16.922,14.213,0.018,7.496,0.124,g
2458224.53634,2018-04-16.0378076,bi,1.53,16.868,14.198,0.019,7.597,0.131,g
2458224.53757,2018-04-16.0390405,bi,1.51,16.852,14.189,0.019,7.661,0.133,g
2458224.53879,2018-04-16.0402567,bi,1.53,16.825,14.185,0.019,7.689,0.136,g
2458225.53405,2018-04-17.0355662,be,1.41,15.858,13.628,0.028,13.563,0.349,V
2458225.53533,2018-04-17.0368431,be,1.46,15.910,13.602,0.026,13.913,0.333,V
2458225.53660,2018-04-17.0381186,be,1.41,15.982,13.675,0.026,12.994,0.314,V
2458226.52448,2018-04-18.0260537,bi,1.54,16.728,14.211,0.021,7.512,0.149,g
2458226.52570,2018-04-18.0272751,bi,1.53,16.571,14.249,0.027,7.252,0.178,g
2458226.52692,2018-04-18.0284928,bi,1.50,16.498,14.203,0.026,7.567,0.186,g
2458227.53138,2018-04-19.0330011,bi,1.42,16.828,14.214,0.020,7.493,0.136,g
2458227.53260,2018-04-19.0342148,bi,1.42,16.852,14.207,0.019,7.540,0.133,g
2458227.53382,2018-04-19.0354349,bi,1.42,16.845,14.203,0.019,7.571,0.134,g
2458228.50823,2018-04-20.0099035,bi,1.41,16.836,14.218,0.020,7.460,0.135,g
2458228.50945,2018-04-20.0111174,bi,1.41,16.834,14.197,0.019,7.608,0.135,g
2458229.51133,2018-04-21.0130493,bi,1.40,16.763,14.169,0.020,7.805,0.144,g
2458229.51377,2018-04-21.0154858,bi,1.44,16.823,14.181,0.019,7.721,0.136,g
2458230.50558,2018-04-22.0073437,bi,1.42,16.717,14.209,0.022,7.525,0.150,g
2458230.50802,2018-04-22.0097879,bi,1.38,16.740,14.235,0.022,7.340,0.147,g
2458231.47916,2018-04-22.9809827,bi,1.51,16.732,14.203,0.021,7.565,0.148,g
2458231.48038,2018-04-22.9821990,bi,1.49,16.788,14.218,0.020,7.462,0.141,g
2458231.48160,2018-04-22.9834201,bi,1.50,16.788,14.202,0.020,7.576,0.141,g
2458232.50948,2018-04-24.0113530,be,1.38,15.530,13.627,0.038,13.592,0.473,V
2458232.51075,2018-04-24.0126162,be,1.43,15.704,13.643,0.033,13.394,0.402,V
2458232.51202,2018-04-24.0138953,be,1.39,15.911,13.565,0.025,14.390,0.333,V
2458233.49333,2018-04-24.9952443,be,1.41,15.856,13.592,0.027,14.028,0.350,V
2458233.49461,2018-04-24.9965267,be,1.41,15.832,13.656,0.029,13.236,0.358,V
2458233.49589,2018-04-24.9978033,be,1.41,15.911,13.628,0.027,13.576,0.333,V
2458235.49590,2018-04-26.9979047,be,1.43,15.656,13.579,0.032,14.196,0.421,V
2458235.49716,2018-04-26.9991663,be,1.47,15.629,13.640,0.035,13.430,0.431,V
2458235.49843,2018-04-27.0004343,be,1.47,15.638,13.655,0.035,13.245,0.427,V
2458242.46833,2018-05-03.9706456,bi,1.56,16.853,14.185,0.019,7.692,0.133,g
2458242.46954,2018-05-03.9718638,bi,1.57,16.831,14.211,0.020,7.507,0.135,g
2458242.47076,2018-05-03.9730850,bi,1.54,16.850,14.190,0.019,7.658,0.133,g
2458243.47148,2018-05-04.9738443,bi,1.57,16.862,14.192,0.019,7.639,0.132,g
2458243.47269,2018-05-04.9750577,bi,1.50,16.860,14.198,0.019,7.601,0.132,g
2458246.46256,2018-05-07.9650375,bi,1.45,15.987,14.305,0.046,6.882,0.293,g
2458246.46377,2018-05-07.9662502,bi,1.42,16.327,14.196,0.031,7.613,0.215,g
2458246.46498,2018-05-07.9674663,bi,1.45,16.302,14.193,0.031,7.638,0.219,g
2458247.45827,2018-05-08.9607943,bi,1.47,16.608,14.247,0.025,7.266,0.166,g
2458247.45949,2018-05-08.9620152,bi,1.52,16.709,14.203,0.022,7.569,0.151,g
2458247.46071,2018-05-08.9632336,bi,1.48,16.686,14.221,0.023,7.444,0.154,g
2458248.49993,2018-05-10.0024944,bi,1.42,16.457,14.195,0.027,7.618,0.191,g
2458248.50114,2018-05-10.0037094,bi,1.47,16.716,14.196,0.021,7.616,0.150,g
2458248.50237,2018-05-10.0049287,bi,1.46,16.697,14.203,0.022,7.561,0.153,g
2458319.94076,2018-07-20.4437930,be,1.68,15.972,13.618,0.025,13.706,0.314,V
2458319.94204,2018-07-20.4450658,be,1.62,15.865,13.685,0.029,12.888,0.347,V
2458319.94331,2018-07-20.4463349,be,1.58,15.736,13.673,0.033,13.017,0.390,V
2458320.93639,2018-07-21.4393925,bi,1.41,16.489,14.205,0.027,7.551,0.185,g
2458320.93760,2018-07-21.4406046,bi,1.44,16.422,14.177,0.028,7.749,0.197,g
2458320.93882,2018-07-21.4418232,bi,1.39,16.323,14.261,0.033,7.168,0.215,g
2458321.93309,2018-07-22.4360628,bi,1.80,15.954,14.227,0.045,7.400,0.303,g
2458321.93430,2018-07-22.4372814,bi,1.76,15.796,14.189,0.050,7.665,0.350,g
2458321.93552,2018-07-22.4385009,bi,1.78,15.787,14.270,0.054,7.118,0.352,g
2458322.93446,2018-07-23.4374045,be,1.53,14.921,13.575,0.063,14.255,0.827,V
2458322.93576,2018-07-23.4387063,be,1.42,15.115,13.596,0.055,13.981,0.698,V
2458322.93703,2018-07-23.4399780,be,1.45,15.232,13.643,0.051,13.387,0.622,V
2458323.93091,2018-07-24.4338315,be,1.50,16.231,13.596,0.019,13.990,0.248,V
2458323.93219,2018-07-24.4351052,be,1.46,16.234,13.607,0.019,13.838,0.248,V
2458323.93346,2018-07-24.4363796,be,1.47,16.173,13.620,0.021,13.679,0.262,V
2458328.91729,2018-07-29.4200524,be,1.53,16.004,13.617,0.024,13.717,0.306,V
2458328.91856,2018-07-29.4213200,be,1.52,15.936,13.635,0.026,13.480,0.326,V
2458328.91982,2018-07-29.4225851,be,1.45,15.947,13.650,0.026,13.305,0.323,V
2458329.91382,2018-07-30.4165456,bi,1.71,16.191,14.172,0.034,7.780,0.243,g
2458329.91504,2018-07-30.4177712,bi,1.64,16.361,14.263,0.032,7.158,0.208,g
2458329.91626,2018-07-30.4189880,bi,1.65,16.247,14.184,0.033,7.696,0.231,g
2458335.92388,2018-08-05.4263814,be,1.41,16.259,13.625,0.019,13.610,0.242,V
2458335.92516,2018-08-05.4276649,be,1.41,16.259,13.591,0.019,14.038,0.243,V
2458335.92643,2018-08-05.4289390,be,1.46,16.244,13.622,0.019,13.649,0.245,V
2458339.90845,2018-08-09.4107924,be,1.62,16.307,13.618,0.018,13.706,0.232,V
2458339.90972,2018-08-09.4120678,be,1.62,16.295,13.647,0.019,13.341,0.234,V
2458339.91100,2018-08-09.4133408,be,1.63,16.313,13.632,0.018,13.526,0.230,V
2458342.91350,2018-08-12.4157173,be,1.52,16.293,13.617,0.019,13.715,0.234,V
2458342.91477,2018-08-12.4169868,be,1.47,16.298,13.605,0.018,13.863,0.233,V
